Pantone,L*,a*,b*,DC21-001 Extender,DC21-101 Bright Red,DC21-102 Rubine,DC21-114 Rhodamine,DC21-201 Orange,DC21-304 Yellow,DC21-402 Green,DC21-501 Process Blue,DC21-604 Violet,DC21-802 Black
PANTONE 6166 C,48.32,-63.49,22.28,21.98,0,0,0,1.34,42.71,0,33.97,0,0
PANTONE 6167 C,40.14,-57.92,19.48,4.64,0,0,0,0,50.08,0,40.2,0,5.08
PANTONE 6168 C,41.75,-51.44,17.23,19.88,0,0,0,0,41.03,0,32.75,0,6.34
PANTONE 6169 C,69.63,-33.55,23.28,73.41,0,0,0,0,11.32,12.67,0,0,2.6
PANTONE 617 C,73.58,-3.76,41.45,77.36,0,0,0,0.14,18.27,0,0,0,4.23
PANTONE 6170 C,65.79,-35.21,23.95,67.48,0,0,0,0,13.39,15.61,0,0,3.52
PANTONE 6171 C,61.99,-36.38,26.65,59.61,0,0,0,0,17.27,18.52,0,0,4.6
PANTONE 6172 C,56.09,-33.87,23.91,53.28,0,0,0,0,18.06,21.31,0,0,7.35
PANTONE 6173 C,49.82,-40.93,28.98,28.82,0,0,0,0,28.91,33.27,0,0,9
PANTONE 6174 C,46.22,-38.09,26.02,25.66,0,0,0,0,27.99,34.6,0,0,11.75
PANTONE 6175 C,42.39,-32.03,20.83,28.45,0,0,0,0,23.15,32.39,0,0,16.01
PANTONE 6176 C,74.09,-17.02,8.76,89.48,0,0,0,0,5.17,0,3.23,0,2.12
PANTONE 6177 C,68.16,-19.68,11.77,83.81,0,0,0,0,8.17,0,4.64,0,3.38
PANTONE 6178 C,62.41,-23.84,14.82,75.67,0,0,0,0,12.87,0,6.97,0,4.49
PANTONE 6179 C,57.04,-28.12,17.46,65.95,0,0,0,0,18.51,0,9.91,0,5.63
PANTONE 618 C,65.31,-3.16,49.31,60.31,0,0,0,0,32.31,0,0,0,7.38
PANTONE 6180 C,50.73,-28.75,17.31,56.36,0,0,0,0,22.72,0,12.67,0,8.25
PANTONE 6181 C,48.25,-30.65,19.75,48.58,0,0,0,0,27.92,0,14.52,0,8.98
PANTONE 6182 C,43.65,-30.15,20.47,38.81,0,0,0,0,32.89,0,16.55,0,11.75
PANTONE 6183 C,54.72,-8.42,9.38,77.57,0,0,0,0,7.01,0,3.65,0,11.77
PANTONE 6184 C,51.6,-9.94,11.04,72.6,0,0,0,0,9.48,0,4.63,0,13.29
PANTONE 6185 C,45.95,-9.14,12.14,65.49,0,0,0,0,11.61,0,5.13,0,17.77
PANTONE 6186 C,41.13,-9.38,11.94,58.51,0,0,0,0,13.42,0,6.26,0,21.81
PANTONE 6187 C,37.45,-9.13,12.6,51.97,0,0,0,0,15.53,0,6.9,0,25.6
PANTONE 6188 C,33.03,-9.66,11.5,44.49,0,0,0,0,16.59,0,8.42,0,30.5
PANTONE 6189 C,23.85,-8.4,4.24,34.49,0,0,0,0,9.59,0,11.6,0,44.32
PANTONE 619 C,60.01,-2.55,52.07,47.49,0,0,0,0.03,42.56,0,0,0,9.92
PANTONE 6190 C,91.25,-7.72,22.36,95.5,0,0,0,0,3.97,0.47,0,0,0.06
PANTONE 6191 C,90.56,-9.91,31.78,92.49,0,0.05,0,0,6.8,0.66,0,0,0
PANTONE 6192 C,86.51,-15.78,49.23,81.6,0,0.22,0,0,16.37,1.81,0,0,0
PANTONE 6193 C,82.89,-19.68,66.48,64.2,0,0.38,0,0,32.4,3.02,0,0,0
PANTONE 6194 C,77.25,-21.47,75.7,40.47,0,0.84,0,0,53.67,5.02,0,0,0
PANTONE 6195 C,68.71,-24.26,72.08,17.19,0,1.86,0,0,71.53,9.42,0,0,0
PANTONE 6196 C,67.49,-23.71,67.74,22.57,0,0,0,0,65.63,8.89,0,2.91,0
PANTONE 6197 C,86.26,-1.5,3.17,98.09,0,0,0,0.42,0,0.54,0,0,0.95
PANTONE 6198 C,81.56,-2.47,5.76,96.44,0,0,0,0,0.91,0.51,0,0,2.14
PANTONE 6199 C,76.65,-2.61,8.11,94.22,0,0,0,0,1.68,0.61,0,0,3.49
PANTONE 620 C,51.88,-1.16,49.96,31.27,0,0,0,0.2,53.39,0,0,0,15.14
PANTONE 6200 C,73.3,-2.48,10.47,92.16,0,0,0,0,2.63,0.61,0,0,4.6
PANTONE 6201 C,66.01,-3.7,13.57,86.51,0,0,0,0,4.81,1.29,0,0,7.39
PANTONE 6202 C,61.47,-4.51,15.59,81.82,0,0,0,0,6.8,1.85,0,0,9.53
PANTONE 6203 C,58.96,-3.9,17.45,78.86,0,0,0,0,8.44,1.67,0,0,11.03
PANTONE 6204 C,66.94,-0.32,9.5,89.9,0,0,0,0,2.44,0.23,0,0,7.43
PANTONE 6205 C,60.39,0.7,13.72,83.95,0,0,0,0.51,4.8,0,0,0,10.74
PANTONE 6206 C,56.35,0.68,14.15,80.6,0,0,0,0.55,5.5,0,0,0,13.35
PANTONE 6207 C,53.94,0.51,14.84,77.95,0,0,0,0.2,6.69,0,0,0,15.16
PANTONE 6208 C,47.24,0.92,16.03,69.87,0,0.2,0,0,9.42,0,0,0,20.51
PANTONE 6209 C,42.66,0.48,17.14,62.98,0,0,0,0,11.74,0,0.12,0,25.16
PANTONE 621 C,88.1,-5.76,-1.42,97.83,0,0,0,0.35,0,1.52,0,0.3,0
PANTONE 6210 C,37.73,-0.06,17.18,54.97,0,0,0,0,13.98,0,0.59,0,30.46
PANTONE 6211 C,60.94,-1.33,-4.77,83.47,0,2.35,0,7.15,0,0,7.03,0,0
PANTONE 6212 C,54.5,-1.22,-3.93,67.93,16.25,0,0,0,0,14.88,0,0,0.94
PANTONE 6213 C,50.06,-1.65,-3.43,62.54,17.83,0,0,0,0,16.8,0,0,2.83
PANTONE 6214 C,46.92,-1.68,-2.61,59.45,18.01,0,0,0,0,17.25,0,0,5.29
PANTONE 6215 C,42.51,-1.88,-1.72,73.21,0,0,0,0,0,0,3.86,1.7,21.23
PANTONE 6216 C,34.72,-0.78,0.59,62.17,0,0,2.71,0,0,0,4.3,0,30.82
PANTONE 6217 C,30.65,-1.86,1.55,52.37,0,2.83,0,0,0,10.19,0,0,34.61
PANTONE 6218 C,64.73,-2.01,-8.35,87.28,0,2.13,0,4.72,0,0,5.87,0,0
PANTONE 6219 C,58.89,-2.68,-8.03,82.01,0,2.72,0,7.01,0,0,8.26,0,0
PANTONE 622 C,80.51,-8.7,-1.02,93.8,0,0.72,0,1.23,0,4.25,0,0,0
PANTONE 6220 C,53.72,-2.84,-7.66,73.9,9.55,0,0,5.97,0,0,10.58,0,0
PANTONE 6221 C,49.52,-3.43,-8.1,79.67,0,0,0,0,0,0,4.89,2.79,12.65
PANTONE 6222 C,45.35,-3.96,-7.48,75.59,0,0,0,0,0,0,5.76,2.85,15.8
PANTONE 6223 C,38.84,-3.99,-7.44,64.66,0,0,6.08,0,0,0,8.53,0,20.73
PANTONE 6224 C,34.93,-3.99,-7.05,59.15,0,0,6.6,0,0,0,9.53,0,24.72
PANTONE 623 C,72.56,-12.42,-0.65,86.43,3.82,0,0,1.16,0,8.59,0,0,0
PANTONE 624 C,62.05,-15.76,0.06,73.52,7.18,0,0,2.65,0,16.65,0,0,0
PANTONE 625 C,49.51,-19.56,0.78,67.87,0,0,0,0.27,0,17.94,0,0,13.92
PANTONE 626 C,35.12,-21.54,1.2,42.76,0,0,0,0,0.04,30.89,0,0,26.31
PANTONE 627 C,18.37,-13.68,-0.01,5.53,0,2.81,0,0,0,41.45,0,0,50.21
PANTONE 628 C,85.64,-10.85,-11.06,97.84,0,0,0,0,0,0.37,1.57,0.22,0
PANTONE 629 C,80.89,-15.6,-15.86,96.1,0,0,0,0.29,0,0,3.44,0.17,0
PANTONE 630 C,74.74,-20.81,-20.44,92.72,0,0,0,0.76,0,0,6.32,0.2,0
PANTONE 631 C,66.18,-26.62,-26.08,87.21,0,0,0,0,0,0,11.15,0,1.64
PANTONE 632 C,53.88,-32.73,-31.59,72.87,0,0,0,0,0,0.71,22.81,0,3.61
PANTONE 633 C,41.63,-33.29,-34.15,42.68,9.26,0,0,0,3.59,0,44.47,0,0
PANTONE 634 C,33.7,-29.41,-33.81,14.06,17.32,0,0,0,0,17.25,51.37,0,0
PANTONE 635 C,83.57,-14.68,-18.19,96.86,0,0,0,0,0,0,3.14,0,0
PANTONE 636 C,80.21,-18.63,-22.55,95.18,0,0,0,0,0,0,4.59,0.23,0
PANTONE 637 C,72.56,-25.81,-30.37,90.77,0,0,0,0.04,0,0,8.97,0.22,0
PANTONE 638 C,64.04,-32.01,-38.14,82.02,0,0,0,0.41,0,0,17.39,0.18,0
PANTONE 639 C,53.88,-35.9,-44.85,65.03,0,0,0,1.16,0,0,33.7,0.11,0
PANTONE 640 C,46.57,-34.59,-47.46,49.45,0,0.31,0,0,0,0,48.21,0,2.03
PANTONE 641 C,36.61,-28.21,-47.22,13.74,0,6.35,0,0,0,19.05,60.86,0,0
PANTONE 642 C,87.45,-0.91,-11.69,98.42,0,0,0,0,0,0,0.8,0.78,0
PANTONE 643 C,84.55,-1.61,-14.4,97.81,0,0,0,0,0,0,1.15,1.04,0
PANTONE 644 C,73.41,-3.45,-22.11,91.22,0,0,4.3,0,0.44,0,4.04,0,0
PANTONE 645 C,64.68,-4.37,-27.05,89.08,0,3.15,0,0.77,0,0,7,0,0
PANTONE 646 C,55.76,-4.88,-31.33,83.01,0,4.77,0,0,0,0,10.55,0,1.67
PANTONE 647 C,38.72,-4.73,-37.12,53.33,0,14.51,0,0,0,19.44,12.72,0,0
PANTONE 648 C,17.39,1.33,-35.96,13.44,0,22.45,0,0,0,0,48.91,0,15.2
PANTONE 649 C,89.64,0.35,-9.86,98.81,0,0,0,0,0,0,0.52,0.67,0
PANTONE 650 C,86.32,-0.2,-12.86,98.19,0,0,0,0,0,0,0.85,0.96,0
PANTONE 651 C,75.19,-1.44,-20.54,92.37,0,0,4.05,0,0.32,0,3.26,0,0
PANTONE 652 C,62.78,-2.06,-27.28,88.75,0,3.68,0,0,0,0,6.62,0,0.95
PANTONE 653 C,40.04,-1.99,-36.32,61.46,0,12.72,0,0,4.3,0,21.52,0,0
PANTONE 654 C,23.72,1.46,-39.01,16.19,0,28.52,0,0,0,37.44,17.85,0,0
PANTONE 655 C,14.39,4.58,-34.25,5.35,0,27.05,0,0,0,0,49.91,0,17.69
PANTONE 656 C,90.56,0.24,-10.42,98.82,0,0,0,0,0,0,0.54,0.64,0
PANTONE 657 C,85.59,-0.71,-17.05,97.55,0,0,0,0,0,0,1.22,1.23,0
PANTONE 658 C,79.96,-1.36,-23.8,95.75,0,0,0,0,0,0,2.23,2.02,0
PANTONE 659 C,66.03,-1.2,-38.11,89.15,0,0,0,0,0,0,5.99,4.86,0
PANTONE 660 C,51.37,0.89,-50.17,76.94,0,1.02,0,0,0,0,13.46,8.58,0
PANTONE 661 C,23.67,15.28,-61.06,12.97,0,0,0,0,0,19.08,29.81,38.14,0
PANTONE 662 C,14.28,22.16,-53.7,0,0,0,0,0,0,0,40.1,50.33,9.57
PANTONE 663 C,90.14,3.67,-7,99.18,0,0,0,0,0,0,0.12,0.7,0
PANTONE 664 C,88.11,4.54,-8.1,98.93,0,0,0,0,0,0,0.14,0.93,0
PANTONE 665 C,77.67,8.07,-12.69,95.23,0,0,0,0.66,0,1.19,0,2.92,0
PANTONE 666 C,62.66,11.8,-17.62,87.21,0,0,0,3.39,0,0,2.68,6.72,0
PANTONE 667 C,47.57,15.25,-21.89,72.51,0,0,0,7.62,0,0,5.92,13.95,0
PANTONE 668 C,35.83,17.79,-24.44,54.96,0,0,0,12.83,0,0,9.74,22.47,0
PANTONE 669 C,21.51,18.07,-24.17,11.64,49.43,0,0,0,0,0,24.69,14.24,0
PANTONE 670 C,87.01,12.06,-8.24,97.61,0,0,1.91,0,0,0,0,0.48,0
PANTONE 671 C,80.82,21.07,-11.37,94.42,0,0,4.76,0,0.14,0,0,0.68,0
PANTONE 672 C,73.39,31.18,-13.89,94.77,0,4.96,0,0,0.03,0,0.24,0,0
PANTONE 673 C,66.66,40.43,-15.78,91.03,0,8.42,0,0,0,0.41,0.14,0,0
PANTONE 674 C,54.38,53,-15.76,79.9,0,17.9,0,0.57,0,1.63,0,0,0
PANTONE 675 C,41.9,60.7,-10.29,56.07,7.98,32.27,0,0,0,3.68,0,0,0
PANTONE 676 C,33.58,58.19,-0.8,37.86,10.56,43.74,0,0,0,0,0,0,7.84
PANTONE 677 C,85.11,12.05,-7.43,98.46,0,0.87,0,0.09,0,0,0,0.58,0
PANTONE 678 C,83.43,13.68,-8.46,98,0,0.95,0,0.19,0,0,0,0.86,0
PANTONE 679 C,80.47,16.49,-9.94,97.39,0,1.58,0,0,0,0,0,0.72,0.31
PANTONE 680 C,67.95,25.91,-11.8,92.35,0,5.46,0,0,0,0.76,0,0,1.43
PANTONE 681 C,54.51,34.6,-12.97,83.59,0,11.43,0,0,0,1.02,0,0,3.96
PANTONE 682 C,43.29,40.84,-12.34,72.24,0,19.08,0,0,0,0.75,0,0,7.93
PANTONE 683 C,31.58,41.48,-7.74,53.57,2.25,27.85,0,0,0,0,0,0,16.33
PANTONE 684 C,83.16,13.91,-7.2,95.31,0,0,3.76,0.28,0,0.65,0,0,0
PANTONE 685 C,78.17,18.02,-8.26,91.85,0,0,6.19,0.72,0,1.24,0,0,0
PANTONE 686 C,71.65,22.54,-9.27,85.94,0,0,10.35,1.48,0,2.23,0,0,0
PANTONE 687 C,62.42,27.87,-10.17,74.02,0,0,18.76,3.04,0,4.18,0,0,0
PANTONE 688 C,51.66,33.21,-10.82,53.36,0,0,33.5,5.7,0,7.44,0,0,0
PANTONE 689 C,37.42,38.34,-10.15,7.76,0,0,66.61,11.59,0,14.04,0,0,0
PANTONE 690 C,24.74,32.26,-4.4,0.31,62.64,0,0,0,0,16.28,0,20.77,0
PANTONE 691 C,85.26,11.68,-0.82,96.34,0,0,2.44,0.81,0,0.41,0,0,0
PANTONE 692 C,80.61,15.53,0.16,93.37,0,0,4.09,1.65,0,0.89,0,0,0
PANTONE 693 C,72.39,22.11,1.37,86.08,0,0,8.43,3.57,0,1.92,0,0,0
PANTONE 694 C,62.43,27.67,2.46,72.99,0,0,16.27,6.83,0,3.91,0,0,0
PANTONE 695 C,54.21,32.42,3.44,57.21,0,0,26.08,10.65,0,6.06,0,0,0
PANTONE 696 C,41.99,35.94,7.52,22.2,0,0,46.4,20.24,0,11.16,0,0,0
PANTONE 697 C,37.15,34.72,10.05,16.9,0,0,44.01,29.99,0,0,9.1,0,0
PANTONE 698 C,87.83,12.2,-0.73,97.51,0,0,1.93,0.56,0,0,0,0,0
PANTONE 699 C,83.59,20.52,-0.8,94.97,0,0,3.91,1.12,0,0,0,0,0
PANTONE 700 C,77.8,29.22,1.94,90.45,0,0,7.05,2.43,0,0.07,0,0,0
PANTONE 701 C,67.69,40.45,4.96,77.9,0,0,15.78,5.62,0,0.7,0,0,0
PANTONE 702 C,55.89,50.55,11.1,52.36,0,0,33.02,12.69,0,1.93,0,0,0
PANTONE 703 C,45.47,53.23,20.05,15.21,0,0,55.32,25.12,0,4.35,0,0,0
PANTONE 704 C,37.78,48.94,26.76,11.62,72.32,0,0,7.5,0,8.56,0,0,0
PANTONE 705 C,89.67,11.8,-3.5,97.93,0,0,1.89,0.18,0,0,0,0,0
PANTONE 706 C,86.89,17.21,-3.04,96.43,0,0,3.03,0.54,0,0,0,0,0
PANTONE 707 C,81.09,28.13,-0.8,92.09,0,0,6.24,1.67,0,0,0,0,0
PANTONE 708 C,72.34,43.06,5.82,84.89,11.95,0,3.16,0,0,0,0,0,0
PANTONE 709 C,61.67,58.47,15.57,68.79,27.26,0,3.87,0,0,0.08,0,0,0
PANTONE 710 C,53.62,64.67,28.38,30.13,0,0,46.37,23.1,0,0.4,0,0,0
PANTONE 711 C,47.12,62.89,40.43,1.57,0,0,57.63,38.8,0,0,0,0,2
PANTONE 712 C,85,15.29,28.36,93.28,0,0,0,5.61,0.99,0,0,0.12,0
PANTONE 713 C,82.5,19.27,35.03,90.01,0,0,0,7.93,1.79,0,0,0.27,0
PANTONE 714 C,77.33,27.06,47.58,80.98,0,0,0,14.19,4.14,0,0,0.69,0
PANTONE 715 C,69.86,36.7,64.4,65.2,0,0,0,33.65,0,0,0,0,1.15
PANTONE 716 C,63.5,42.3,72.16,47.29,1.63,0,0,49.15,0,0,0,0,1.93
PANTONE 717 C,55.26,45.26,69.15,18.97,0,0,12.37,65.28,0,3.38,0,0,0
PANTONE 718 C,48.95,44.54,61.14,3.47,0,0,22.13,69,0,5.4,0,0,0
PANTONE 719 C,83.32,10.48,20.61,94.69,0,0,0,4.06,0.46,0,0,0,0.79
PANTONE 720 C,78.37,14.18,27.27,90.75,0,0,0,6.93,0.86,0,0,0,1.46
PANTONE 721 C,72.3,18.04,34.15,84.47,0,0,0,11.64,1.37,0,0,0,2.52
PANTONE 722 C,61.68,23.51,43.54,69.91,0,0,0,23.88,0.96,0,0,0,5.25
PANTONE 723 C,52.75,26.45,48.92,47.42,0,1.95,0,45.68,0,0,4.95,0,0
PANTONE 724 C,41.3,27.34,45.51,27.92,0,0,4.68,51.7,0,0,0,0,15.7
PANTONE 725 C,34.98,25.27,37.45,3.82,0,12.01,0,64.28,0,19.89,0,0,0
PANTONE 726 C,80.19,9,18.71,93.89,0,0,0,3.88,0.63,0,0,0,1.6
PANTONE 727 C,76.1,11,21.71,91.36,0,0,0,5.64,0.61,0,0,0,2.39
PANTONE 728 C,69.78,13.51,26.36,86.08,0,0,0,9.01,0.98,0,0,0,3.93
PANTONE 729 C,58.69,17.31,32.84,73.59,0,0,0,17.58,1.01,0,0,0,7.82
PANTONE 730 C,49.01,20.04,39.24,56.28,0,0,0,29.69,1.33,0,0,0,12.7
PANTONE 731 C,34.27,21.02,37.1,24,0,0.97,0,49.96,0,0,0,0,25.07
PANTONE 732 C,27.81,19.3,30.24,7.86,0,0,6.31,51.7,0,0,0,0,34.13
PANTONE 7401 C,90.23,1.9,29.25,94.14,0.03,0,0,1.45,4.38,0,0,0,0
PANTONE 7402 C,87.01,1.75,31.9,90.78,0,0.61,0,0,8.43,0,0,0.18,0
PANTONE 7403 C,85.92,3.13,40.02,86.99,0,0.9,0,0,12.11,0,0,0,0
PANTONE 7404 C,87.51,-0.84,71.97,68.52,1.12,0,0,0,30.36,0,0,0,0
PANTONE 7405 C,83.87,2.29,88.92,44.6,0,0,0,2.24,52.56,0,0,0,0.6
PANTONE 7406 C,81.52,6.76,87.98,39.14,0,0,0,2.4,57.43,0,0,1.03,0
PANTONE 7407 C,68.98,11.27,44.59,73.47,0,0,0,8.87,13.63,0,0,0,4.03
PANTONE 7408 C,80.9,12.32,81.56,50.89,0,0,0,5.15,43.2,0,0,0.76,0
PANTONE 7409 C,77.56,16.65,72.76,49.67,0,2.71,0,0,47.62,0,0,0,0
PANTONE 7410 C,78.6,26.83,38.13,86.5,0,0,1.04,12.22,0,0,0,0,0.24
PANTONE 7411 C,73.46,21.47,44.8,71.6,0,3.94,0,0,24.17,0,0,0,0.29
PANTONE 7412 C,62.57,28.11,52.3,64.62,0,0,0,29.93,1.3,0,0,0,4.15
PANTONE 7413 C,64.76,32.33,55.62,45.68,0,7.65,0,0,46.27,0,0.4,0,0
PANTONE 7414 C,55.42,30.71,55.76,46.54,0,1.62,0,48.17,0,0,3.67,0,0
PANTONE 7415 C,79.3,16.82,13.08,91.99,0,2.61,0,0,5.3,0,0.1,0,0
PANTONE 7416 C,60.98,50.46,35.62,58.77,10.02,8.53,0,0,22.68,0,0,0,0
PANTONE 7417 C,55.48,60.12,44.54,37.56,16.3,12.31,0,0,33.83,0,0,0,0
PANTONE 7418 C,53.42,50.31,20.87,43.6,0,0,34.31,19.57,0,2.52,0,0,0
PANTONE 7419 C,46.71,43.19,12.1,48.08,45.52,0,0,0,0,6.4,0,0,0
PANTONE 7420 C,36.31,51.73,13.5,12.28,49.09,0,29.53,0,0,0,0,0,9.1
PANTONE 7421 C,24.08,35.62,5.46,23.79,0,36.03,0,0,15.19,0,0,0,24.99
PANTONE 7422 C,86.35,15.91,-1.06,96.54,0,0,2.72,0.74,0,0,0,0,0
PANTONE 7423 C,59.71,53.97,4.13,60.15,0,0,31.44,7.73,0,0.68,0,0,0
PANTONE 7424 C,55.98,65.4,0.2,44.56,0,0,48.51,6.82,0,0.11,0,0,0
PANTONE 7425 C,42.44,59.86,9.91,10.62,43,0,42.41,0,0,3.97,0,0,0
PANTONE 7426 C,37.24,58.4,16,17.48,56.07,20.93,0,0,0,5.52,0,0,0
PANTONE 7427 C,34.47,53.02,23.17,4.21,0,47.75,0,0,41.44,6.6,0,0,0
PANTONE 7428 C,28.3,31.19,2.31,42.3,0,23.92,0,0,10.34,0,0,0,23.44
PANTONE 7429 C,79.93,18.61,-6.64,96.82,0,2.25,0,0.65,0,0,0.28,0,0
PANTONE 7430 C,74.94,23.89,-7.33,95.12,0.97,3.06,0,0,0,0,0,0,0.85
PANTONE 7431 C,62.77,34.85,-6.22,87.73,0,8.29,0,0,1.95,0,0,0,2.03
PANTONE 7432 C,51.69,42.54,-4.94,77,0,15.05,0,0,3.92,0,0,0,4.03
PANTONE 7433 C,42.49,50.52,-0.36,63.94,0,22.91,0,7.08,0,0,0,0,6.07
PANTONE 7434 C,38.99,48.31,0.84,58.89,0,24.5,0,8.25,0,0,0,0,8.36
PANTONE 7435 C,33.1,45.66,-2.26,51.52,0,29.54,0,5.87,0,0,0,0,13.07
PANTONE 7436 C,89.33,10.91,-10.5,98.06,0,0,1.12,0,0,0,0,0.82,0
PANTONE 7437 C,74.71,17.75,-16.52,95.51,0,3.41,0,0,0,0.02,1.06,0,0
PANTONE 7438 C,72.26,30.84,-25.2,88.71,0,0,7.61,0,0,0,0,3.68,0
PANTONE 7439 C,62.48,25.19,-22.84,88.97,0,7.91,0,0,0,1.39,1.73,0,0
PANTONE 7440 C,56.07,25.7,-21.26,85.41,0,3.58,0,0,0,0,0,7.71,3.3
PANTONE 7441 C,50.86,42.86,-44.47,70.69,0,0,11.2,0,0,0,0,18.11,0
PANTONE 7442 C,43.78,54.78,-54.02,51.16,0,0,20.12,0,0,0,0,28.72,0
PANTONE 7443 C,87.85,4.67,-11.81,98.49,0,0,0,0,0,0,0.31,1.2,0
PANTONE 7444 C,75.7,6.85,-22.99,95.43,0,0,0,0,0,0,1.26,3.31,0
PANTONE 7445 C,68.03,8.33,-20.23,89.73,0,0,0,0.99,0,3.44,0,5.84,0
PANTONE 7446 C,58.52,15.4,-39.45,86.12,0,1.48,0,0,0,0,3.91,8.49,0
PANTONE 7447 C,34.3,18.29,-25.45,41.86,20.83,0,0,0,0,17.73,0,19.58,0
PANTONE 7448 C,25.92,12.87,-10.68,49.68,0,0,0,0,0,0,0.91,18.39,31.02
PANTONE 7449 C,20.27,15.93,-7.82,37.76,0,5.8,0,0,0,0,0,16.86,39.58
PANTONE 7450 C,79.46,1.99,-16.79,96.1,0,0,0,0,0,1.11,0.57,2.22,0
PANTONE 7451 C,69.02,1.08,-37.88,90.16,0,0,0,0,0,0,5.07,4.77,0
PANTONE 7452 C,62.01,9.25,-45.1,85.73,0,0,0,0,0,0,5.83,8.44,0
PANTONE 7453 C,66.52,-1.2,-38.49,89.15,0,0,0,0,0,0,6.01,4.84,0
PANTONE 7454 C,56.81,-6.37,-29.38,81.88,0,5.42,0,0,1.97,0,10.73,0,0
PANTONE 7455 C,39.89,10.03,-51.36,64.85,0,9.18,0,0,0,0,19.15,6.82,0
PANTONE 7456 C,47.83,10.55,-41.76,73.54,0,0,0,0,2.59,0,8.66,15.21,0
PANTONE 7457 C,85.6,-8.13,-14.19,97.78,0,0,0,0,0,0,1.76,0.46,0
PANTONE 7458 C,68.4,-15.42,-23.19,90.63,0,0,0,0,0,0,6.69,1.19,1.49
PANTONE 7459 C,57.98,-18.89,-27.23,82.5,0,0,0,0,0,0,12.29,1.92,3.29
PANTONE 7460 C,47.03,-39.45,-49.92,36.18,0,0,0,0,0,8.93,54.15,0.74,0
PANTONE 7461 C,47.52,-17.74,-47.16,65.3,0,5.62,0,0,0,2.63,26.45,0,0
PANTONE 7462 C,33.18,-7.04,-42.25,40.78,0,16.79,0,0,0,19.78,22.65,0,0
PANTONE 7463 C,15.98,-4.38,-25.52,13.6,0,16.51,0,0,0,0,42.94,0,26.95
PANTONE 7464 C,80.13,-16.25,-6.83,95.37,0,0,0,0,0.97,0,2.96,0,0.7
PANTONE 7465 C,70.27,-39.68,-4.43,83.49,0,0,0,0,6.01,0,10.5,0,0
PANTONE 7466 C,61.41,-53.81,-24.55,64.38,0,0.08,0,0,0,20.88,14.66,0,0
PANTONE 7467 C,56.21,-58.8,-25.57,49.33,0,0,0.48,0,0,29.96,20.23,0,0
PANTONE 7468 C,43.13,-22.45,-32.91,63.15,0,3.21,0,0,0,0,27.37,0,6.27
PANTONE 7469 C,35.09,-21.23,-34.09,48.26,0,4.81,0,0,0,0,37.58,0,9.35
PANTONE 7470 C,33.23,-21.56,-24.29,35.1,0,13.18,0,0,15.66,0,36.06,0,0
PANTONE 7471 C,81.58,-30.49,-9.46,91.78,0,0,0,0,0,6.7,1.52,0,0
PANTONE 7472 C,68.65,-28.97,-9.79,86.79,0,0,0,0,3.16,0,8.65,0,1.4
PANTONE 7473 C,56.3,-34.74,-4.83,72.21,0,0,0,0,8.21,0,15.55,0,4.03
PANTONE 7474 C,42.95,-34.56,-19.56,54.31,0,0,0,0,0,12.88,22.49,0,10.32
PANTONE 7475 C,47.6,-16.95,-8.99,73.91,0,0,0,0,0,3.09,9.59,0,13.41
PANTONE 7476 C,30.72,-18.94,-11.13,49.61,0,0,0,0,0,2.21,21.35,0,26.83
PANTONE 7477 C,29.62,-10.86,-14.39,14.07,38.7,0,0,0,0,32.88,14.35,0,0
PANTONE 7478 C,84.46,-29.3,6.33,91.5,0,0,0,0,1.94,6.56,0,0,0
PANTONE 7479 C,73.4,-58.58,25.94,62.34,0,0,0,0,12.95,24.71,0,0,0
PANTONE 7480 C,66,-68.51,23.04,45.09,0,0,0,0,13.97,40.94,0,0,0
PANTONE 7481 C,62.78,-72.62,35.1,25.25,0,0,0,0,26.49,48.26,0,0,0
PANTONE 7482 C,54.87,-64.45,26.82,33.42,0,0,0,0,37.84,5.98,22.76,0,0
PANTONE 7483 C,34.87,-26.34,14.04,23.49,0,0,0,0,17.38,34.49,0,0,24.64
PANTONE 7484 C,31.62,-30.25,5.76,16.78,0,0,0,0,6.85,49.35,0,0,27.02
PANTONE 7485 C,87,-8.64,11.38,95.93,0,0,0,0.67,2.36,0,1.04,0,0
PANTONE 7486 C,85.48,-21.44,29.65,88.83,0,0,0,0,8.81,1.25,1.11,0,0
PANTONE 7487 C,80.88,-42.18,46.96,68.82,0,0,0,0,21.19,9.99,0,0,0
PANTONE 7488 C,77.45,-48.82,54.47,55.01,0,0,0,0,30.93,14.06,0,0,0
PANTONE 7489 C,64,-30.65,37.59,59.41,0,0,0,0,30.32,0,7.42,0,2.85
PANTONE 7490 C,58.69,-23.84,34.09,50.24,0,3.38,0,0,37.22,0,9.16,0,0
PANTONE 7491 C,53.56,-13.17,35.72,51.23,0,0,0,0,33.48,0,4.46,0,10.83
PANTONE 7492 C,79.69,-12.11,32.81,83.41,0,0,0,0,13.84,0,1.51,1.24,0
PANTONE 7493 C,77.69,-8.76,20.51,85.61,3.37,0,0,0,6.98,4.04,0,0,0
PANTONE 7494 C,68.9,-11.59,14.15,85.43,0,0,0,0,5.36,4.01,0,0,5.2
PANTONE 7495 C,60.96,-12.84,43.47,55.63,0,0,0,0,34.25,0,2.94,0,7.18
PANTONE 7496 C,53.58,-17.41,49.2,25.21,0,0,0,13.8,48.73,0,12.26,0,0
